"fips","name","isstate","category","statcode","year","value"
1,"Alabama",1,"Citizenship","citCitPar",2006,0.46634001
1,"Alabama",1,"Citizenship","citNotCitPar",2006,0.29706299
1,"Alabama",1,"Citizenship","notCit",2006,0.236597
1,"Alabama",1,"Country_of_Origin_of_Parents","Africa",2006,0.07767539
1,"Alabama",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.14172213
1,"Alabama",1,"Country_of_Origin_of_Parents","eAsia",2006,0.09972525
1,"Alabama",1,"Country_of_Origin_of_Parents","europe",2006,0.14973666
1,"Alabama",1,"Country_of_Origin_of_Parents","mexico",2006,0.33039072
1,"Alabama",1,"Country_of_Origin_of_Parents","midEast",2006,0.08984596
1,"Alabama",1,"Country_of_Origin_of_Parents","seAsia",2006,0.06056518
1,"Alabama",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.05033873
1,"Alabama",1,"Education","HS",2006,0.35365066
1,"Alabama",1,"Education","NIS35",2006,0.53326726
1,"Alabama",1,"Education","NIS617",2006,0.04025417
1,"Alabama",1,"Education","age0_3",2006,0.05652174
1,"Alabama",1,"Education","age13_17",2006,0.03448276
1,"Alabama",1,"Education","age4_5",2006,0.04878049
1,"Alabama",1,"Education","age6_12",2006,0.04672897
1,"Alabama",1,"Education","col",2006,0.37710902
1,"Alabama",1,"Education","lTHS",2006,0.26924032
1,"Alabama",1,"English_Proficiency","engPro",2006,0.77957773
1,"Alabama",1,"English_Proficiency","eppars",2006,0.43505558
1,"Alabama",1,"English_Proficiency","limEng",2006,0.22042225
1,"Alabama",1,"English_Proficiency","linIso",2006,0.33084697
1,"Alabama",1,"English_Proficiency","noeppars",2006,0.42520607
1,"Alabama",1,"English_Proficiency","oneleppar",2006,0.56494439
1,"Alabama",1,"Family_Structure","fourkid",2006,0.02989282
1,"Alabama",1,"Family_Structure","onekid",2006,0.22627302
1,"Alabama",1,"Family_Structure","sPar",2006,0.18945217
1,"Alabama",1,"Family_Structure","tPar",2006,0.81054783
1,"Alabama",1,"Family_Structure","threekid",2006,0.25783926
1,"Alabama",1,"Family_Structure","twokid",2006,0.48599491
1,"Alabama",1,"Population","Percent",2006,0.00317945
1,"Alabama",1,"Population","Share",2006,0.95604062
1,"Alabama",1,"Population","TotalNum",2006,50000
1,"Alabama",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.48034704
1,"Alabama",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.53208286
1,"Alabama",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.2553789
1,"Alabama",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.57229662
1,"Alabama",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.89067852
2,"Alaska",1,"Citizenship","citCitPar",2006,0.8209185
2,"Alaska",1,"Citizenship","citNotCitPar",2006,0.09298307
2,"Alaska",1,"Citizenship","notCit",2006,0.08609844
2,"Alaska",1,"Country_of_Origin_of_Parents","Africa",2006,0.08593644
2,"Alaska",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.11177408
2,"Alaska",1,"Country_of_Origin_of_Parents","eAsia",2006,0.3376171
2,"Alaska",1,"Country_of_Origin_of_Parents","europe",2006,0.26056319
2,"Alaska",1,"Country_of_Origin_of_Parents","mexico",2006,0.09414401
2,"Alaska",1,"Country_of_Origin_of_Parents","midEast",2006,0.01177138
2,"Alaska",1,"Country_of_Origin_of_Parents","seAsia",2006,0.08507249
2,"Alaska",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.01312131
2,"Alaska",1,"Education","HS",2006,0.46667027
2,"Alaska",1,"Education","NIS35",2006,0.63883364
2,"Alaska",1,"Education","NIS617",2006,0.03720415
2,"Alaska",1,"Education","age0_3",2006,0.07894737
2,"Alaska",1,"Education","age13_17",2006,0.12280702
2,"Alaska",1,"Education","age4_5",2006,0.10526316
2,"Alaska",1,"Education","age6_12",2006,0.09859155
2,"Alaska",1,"Education","col",2006,0.44847324
2,"Alaska",1,"Education","lTHS",2006,0.0848565
2,"Alaska",1,"English_Proficiency","engPro",2006,0.90849197
2,"Alaska",1,"English_Proficiency","eppars",2006,0.5907557
2,"Alaska",1,"English_Proficiency","limEng",2006,0.09150805
2,"Alaska",1,"English_Proficiency","linIso",2006,0.16196442
2,"Alaska",1,"English_Proficiency","noeppars",2006,0.25662139
2,"Alaska",1,"English_Proficiency","oneleppar",2006,0.4092443
2,"Alaska",1,"Family_Structure","fourkid",2006,0.08215664
2,"Alaska",1,"Family_Structure","onekid",2006,0.19325575
2,"Alaska",1,"Family_Structure","sPar",2006,0.10831826
2,"Alaska",1,"Family_Structure","tPar",2006,0.89168173
2,"Alaska",1,"Family_Structure","threekid",2006,0.33564621
2,"Alaska",1,"Family_Structure","twokid",2006,0.38894138
2,"Alaska",1,"Population","Percent",2006,0.00120819
2,"Alaska",1,"Population","Share",2006,0.88624388
2,"Alaska",1,"Population","TotalNum",2006,19000
2,"Alaska",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.24894445
2,"Alaska",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.71611005
2,"Alaska",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.13179898
2,"Alaska",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.29185638
2,"Alaska",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.93725532
4,"Arizona",1,"Citizenship","citCitPar",2006,0.45424941
4,"Arizona",1,"Citizenship","citNotCitPar",2006,0.37025973
4,"Arizona",1,"Citizenship","notCit",2006,0.17549086
4,"Arizona",1,"Country_of_Origin_of_Parents","Africa",2006,0.0261435
4,"Arizona",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.03952833
4,"Arizona",1,"Country_of_Origin_of_Parents","eAsia",2006,0.04526168
4,"Arizona",1,"Country_of_Origin_of_Parents","europe",2006,0.06790961
4,"Arizona",1,"Country_of_Origin_of_Parents","mexico",2006,0.76701903
4,"Arizona",1,"Country_of_Origin_of_Parents","midEast",2006,0.02122258
4,"Arizona",1,"Country_of_Origin_of_Parents","seAsia",2006,0.01902117
4,"Arizona",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.01389411
4,"Arizona",1,"Education","HS",2006,0.49667916
4,"Arizona",1,"Education","NIS35",2006,0.6224671
4,"Arizona",1,"Education","NIS617",2006,0.03151131
4,"Arizona",1,"Education","age0_3",2006,0.30978259
4,"Arizona",1,"Education","age13_17",2006,0.2488372
4,"Arizona",1,"Education","age4_5",2006,0.30645162
4,"Arizona",1,"Education","age6_12",2006,0.28760332
4,"Arizona",1,"Education","col",2006,0.16703577
4,"Arizona",1,"Education","lTHS",2006,0.33628508
4,"Arizona",1,"English_Proficiency","engPro",2006,0.74578989
4,"Arizona",1,"English_Proficiency","eppars",2006,0.281811
4,"Arizona",1,"English_Proficiency","limEng",2006,0.25421014
4,"Arizona",1,"English_Proficiency","linIso",2006,0.36338544
4,"Arizona",1,"English_Proficiency","noeppars",2006,0.53535426
4,"Arizona",1,"English_Proficiency","oneleppar",2006,0.718189
4,"Arizona",1,"Family_Structure","fourkid",2006,0.0877194
4,"Arizona",1,"Family_Structure","onekid",2006,0.15542302
4,"Arizona",1,"Family_Structure","sPar",2006,0.19097567
4,"Arizona",1,"Family_Structure","tPar",2006,0.80902433
4,"Arizona",1,"Family_Structure","threekid",2006,0.43195316
4,"Arizona",1,"Family_Structure","twokid",2006,0.32490444
4,"Arizona",1,"Population","Percent",2006,0.02886939
4,"Arizona",1,"Population","Share",2006,0.69510067
4,"Arizona",1,"Population","TotalNum",2006,454000
4,"Arizona",1,"Poverty_Income_and_Benefit_Receipt","LIWF",2006,0.55144238
4,"Arizona",1,"Poverty_Income_and_Benefit_Receipt","home",2006,0.61240458
4,"Arizona",1,"Poverty_Income_and_Benefit_Receipt","pov100",2006,0.28000474
4,"Arizona",1,"Poverty_Income_and_Benefit_Receipt","pov200",2006,0.64854074
4,"Arizona",1,"Poverty_Income_and_Benefit_Receipt","work",2006,0.89535445
5,"Arkansas",1,"Citizenship","citCitPar",2006,0.43124464
5,"Arkansas",1,"Citizenship","citNotCitPar",2006,0.39591092
5,"Arkansas",1,"Citizenship","notCit",2006,0.17284442
5,"Arkansas",1,"Country_of_Origin_of_Parents","Africa",2006,0.01914076
5,"Arkansas",1,"Country_of_Origin_of_Parents","centralAmerica",2006,0.13627581
5,"Arkansas",1,"Country_of_Origin_of_Parents","eAsia",2006,0.07702113
5,"Arkansas",1,"Country_of_Origin_of_Parents","europe",2006,0.07170315
5,"Arkansas",1,"Country_of_Origin_of_Parents","mexico",2006,0.56051946
5,"Arkansas",1,"Country_of_Origin_of_Parents","midEast",2006,0.05848786
5,"Arkansas",1,"Country_of_Origin_of_Parents","seAsia",2006,0.04522278
5,"Arkansas",1,"Country_of_Origin_of_Parents","southAmerica",2006,0.03162906
5,"Arkansas",1,"Education","HS",2006,0.42358634
5,"Arkansas",1,"Education","NIS35",2006,0.54247779
5,"Arkansas",1,"Education","NIS617",2006,0.04259829
5,"Arkansas",1,"Education","age0_3",2006,0.0945946
