GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Wichita, KS",48620,.06353593,.07704951,.06730739,.05048737,.04396807,.07473241,.05247272,.02115318,.01508766,.0108096,.03872447,.06093067,.05661166,.04091218,.03282699
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Winston-Salem, NC",49180,.09841311,.10797612,.14200893,.15728536,.12506254,.1182745,.09648336,.10588527,.1588989,.15360515,.10747895,.09875971,.13670607,.15090781,.16383068
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Worcester, MA-CT",49340,.1406523,.13665134,.11238159,.13423425,.1419065,.13178268,.12780048,.16615845,.13213509,.08540251,.09251788,.12105984,.12216836,.1134081,.09982308
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.02326395,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Akron, OH",10420,.02261438,.02510703,.0069212,.02490711,.01928009,.01397018,.01875432,.02574199,.02268618,.02410414,.02793844,.00727256,.00416479,.00588873,.0064276
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Albany-Schenectady-Troy, NY",10580,.10083424,.13867635,.18649396,.16213581,.14086851,.13933092,.11832214,.0849378,.11262285,.16884349,.19735919,.17673947,.16283515,.16851281,.19465511
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Albuquerque, NM",10740,.02764373,.02560724,.01936776,.01456693,.02095146,.02202682,.02150368,.02489224,.01813995,.01810843,.0206043,.02988021,.03220393,.06310786,.07230988
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.07523996,.11858481,.14698446,.15624526,.14491054,.14744808,.16326432,.13207766,.11744749,.10880674,.08380769,.09610467,.09124736,.08039448,.12090176
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.06475107,.07299484,.07113164,.07427203,.06987444,.05722039,.06156727,.05783763,.05305057,.06002218,.0631123,.06729749,.06808108,.06846097,.07615255
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Augusta-Richmond County, GA-SC",12260,.03478963,.08066329,.07004626,.04900633,.0562606,.0436867,.02967471,.01119958,.02180878,.01486084,.00677424,.03803102,.03765975,.04004189,.11198905
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Austin-Round Rock, TX",12420,.03511782,.02729302,.01921404,.01860794,.0231038,.0308387,.02847919,.0287295,.02783507,.02505372,.02626714,.0360406,.0388348,.02965236,.03175795
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Bakersfield, CA",12540,.00696013,.01016968,.01037899,.00438714,.00247384,.00295551,.00720393,.00991907,.01304535,.01456947,.00947347,.00451503,.01106611,.03102037,.02247404
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Baltimore-Columbia-Towson, MD",12580,.06843635,.06302135,.04816754,.03983469,.04671687,.04997577,.04951303,.07061662,.06363766,.05765637,.0673888,.05427549,.04844294,.04397961,.04894757
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Baton Rouge, LA",12940,.03950456,.07334199,.08523625,.05971523,.06667032,.03680893,0,.02898004,.04825128,.0421917,.02984757,.00727386,.01734636,.05731934,.06659122
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Birmingham-Hoover, AL",13820,.05068668,.01337538,.01128654,.02191391,.04667137,.03433169,.02322253,.05199263,.038582,.0188028,.02149962,.07665714,.10254406,.04261831,.03537271
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Boise City, ID",14260,.01072593,.00661098,.00442575,.00317238,.02026586,.04330627,.05350524,.03091594,.00265124,.00026507,.01548602,.02934943,.04957252,.06080605,.02715816
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Boston-Cambridge-Newton, MA-NH",14460,.10352086,.10983308,.11251065,.10591435,.10802786,.10826787,.10538924,.10466444,.10751314,.11782328,.11408799,.12035974,.1264925,.1253498,.12102452
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Bridgeport-Stamford-Norwalk, CT",14860,.23061442,.22264573,.21391669,.21801789,.20560639,.20024657,.18760177,.19949234,.22198449,.23594685,.22377092,.22702344,.23077466,.24575078,.25824377
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.02892512,.01690663,.02643145,.05047101,.06966413,.07334627,.04620365,.04141757,.03641419,.02843037,.02881006,.02175161,.03099733,.0460429,.04578032
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Cape Coral-Fort Myers, FL",15980,.09359127,.13926964,.15141553,.15613039,.16403861,.13709259,.13418849,.14086305,.1143258,.09488267,.13768907,.14941071,.11826374,.11729036,.09093
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Charleston-North Charleston, SC",16700,.02561293,.070878,.08205863,.0374886,.02465617,.05613107,.07359496,.0872531,.08024,.09725515,.09922522,.0832672,.07388402,.06202978,.07659008
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.05468439,.06146366,.0855422,.08688961,.08557675,.07937633,.07208836,.08218999,.07778788,.06283714,.06834792,.07763936,.08716564,.07167859,.06054697
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Chattanooga, TN-GA",16860,.06913933,.01924752,.025116,.03498758,.03610839,.03442431,.01324623,.01398901,.02672359,.01224549,.01758752,.03651724,.01942803,.04075344,.0531289
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.02659693,.02804963,.025928,.02754654,.03090294,.02781534,.02758202,.02595873,.02307039,.02566443,.02782886,.02807055,.02814902,.03283499,.03833006
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Cincinnati, OH-KY-IN",17140,.05308694,.03819405,.04789352,.02896472,.02488363,.03589058,.03712717,.03902526,.06007146,.06438555,.03046459,.02453222,.03062084,.03431892,.03251934
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Cleveland-Elyria, OH",17460,.05958705,.0564995,.05046273,.04724187,.04778333,.03427321,.02407745,.03247331,.03639599,.04848941,.05158875,.05169672,.04612221,.0540081,.06083353
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Colorado Springs, CO",17820,.04771001,.05837401,.03096676,.02696897,.0358716,.04918551,.04788164,.0224007,.03287403,.04987081,.05189961,.05577369,.04230284,.02900725,.07088587
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Columbia, SC",17900,.05135816,.0836521,.0793523,.0699608,.04958231,.05178384,.0443375,.01450939,.0193923,.02528682,.056138,.04154732,.07118987,.0645226,.02084325
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Columbus, OH",18140,.03995648,.02527504,.03014876,.04331197,.03932865,.03644592,.04038638,.03042418,.03303019,.03410618,.03218323,.04010618,.0347891,.03438532,.043557
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Dallas-Fort Worth-Arlington, TX",19100,.02138621,.02151605,.02229267,.02096439,.02274844,.0260905,.02574287,.02469388,.0261443,.02562023,.021485,.02094104,.02534609,.02944602,.0300256
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Dayton, OH",19380,.03465485,.01058768,.0828223,.12986553,.10125988,.04491172,.00965913,.01810223,.04160871,.03577865,.04217084,.08944034,.06288629,.05207881,.08945641
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.19105355,.12865907,.13704582,.09594933,.07328387,.09198548,.15023725,.17608845,.13027124,.14314477,.12798826,.17475668,.29255348,.21601151,.14726657
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Denver-Aurora-Lakewood, CO",19740,.0162676,.01869671,.02273525,.02434084,.02509477,.02304136,.02037824,.02541581,.03110445,.02275577,.02500498,.02986485,.02685296,.03329926,.0454631
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Des Moines-West Des Moines, IA",19780,.02139547,.02314274,.01892637,.03579509,.03185428,.02817025,.0371182,.03880846,.02177494,.00365141,.00501605,.01142495,.01187976,.02028965,.0254696
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Detroit-Warren-Dearborn, MI",19820,.01743006,.01744816,.01951358,.01877475,.01413833,.01688813,.01674975,.01103808,.0249435,.02762671,.01862911,.02044682,.0161897,.0174209,.02520691
"Country_of_Origin_of_Parents","southAmerica","South America",0,"El Paso, TX",21340,.0097524,.01339545,.01047477,.01112497,.01116341,.00917567,.0167692,.02430006,.01194008,.00542814,.00647091,.00519202,.005406,.00825171,.00408692
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Fresno, CA",23420,.00372296,.00256251,.00476104,.01114925,.01432576,.01121552,.01064037,.01163515,.00972194,.00586144,.00166524,.00358883,.00876183,.00803518,.01028458
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Grand Rapids-Wyoming, MI",24340,.00716063,.01170299,.0174066,.03421481,.03801828,.05801856,.05807831,.01468812,.01145763,.04052718,.03261103,.00547348,.01880078,.02488312,.00868324
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Greensboro-High Point, NC",24660,.03297893,.02576517,.02772453,.03210893,.03441659,.02581575,.04594424,.03830028,.01021488,.01530153,.02654784,.03842444,.05088701,.05340979,.06132646
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Greenville-Anderson-Mauldin, SC",24860,.11375134,.11704708,.12680255,.10119225,.0746164,.12546942,.18080714,.16814099,.09771796,.06093194,.08775575,.09296715,.08824047,.09105895,.11328829
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Harrisburg-Carlisle, PA",25420,.08916944,.04810341,.04108709,.03193758,.06433938,.13105623,.06862081,.03515396,.07020505,.10788242,.18156332,.11637832,.03527607,.02499717,.03375498
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Hartford-West Hartford-East Hartford, CT",25540,.09467258,.1122049,.10673337,.09978796,.1195536,.12563027,.12923981,.11613673,.12844113,.12745069,.10651983,.1008141,.1156231,.12446465,.11875561
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Houston-The Woodlands-Sugar Land, TX",26420,.03120001,.03411575,.03590438,.03260706,.03237404,.03265499,.03436059,.04140499,.04062882,.03582431,.03143592,.03736919,.04687188,.04750695,.04918657
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Indianapolis-Carmel-Anderson, IN",26900,.05276608,.05119691,.04416685,.04817712,.04431914,.03307755,.02424134,.0206631,.03448547,.0362328,.03858047,.03878617,.03665064,.04401315,.03845672
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Jackson, MS",27140,.01881528,-97,-97,.00405813,.07679344,-97,-97,.05675435,.04393502,.00332212,.01429538,.04618205,.04201217,.02064759,.03472686
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Jacksonville, FL",27260,.09911299,.06323087,.08617675,.13283595,.13072935,.10585344,.08119842,.10682413,.1102666,.10157591,.11260591,.11796964,.12172919,.12897617,.12790713
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Kansas City, MO-KS",28140,.03020209,.02908834,.02745047,.01658042,.0292029,.03898067,.04063844,.03371321,.03101444,.03429927,.03052686,.03501118,.02249688,.02336829,.02896655
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Knoxville, TN",28940,.01465034,.01487183,.02478756,.01572737,.02001517,.02621397,.0143411,.0310869,.03689442,.01739161,.03778595,.05888822,.05532853,.05050739,.05372384
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Lakeland-Winter Haven, FL",29460,.09640343,.08651053,.07984917,.06470539,.06340653,.08088654,.1240846,.12285432,.10353067,.10748163,.09100403,.06027427,.10375398,.16373205,.18308823
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Las Vegas-Henderson-Paradise, NV",29820,.03063141,.02577439,.01986883,.0208885,.02177983,.02294084,.02750046,.02821459,.02554532,.02867164,.03001864,.02224883,.02226662,.03625998,.03392851
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Little Rock-North Little Rock-Conway, AR",30780,.10372087,.00999144,.0369775,.03945038,.04856282,.04751454,.02325169,.02074757,.04956089,.04814814,.01925744,.01512679,.02548917,.02562667,.01403593
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.0238469,.0242537,.02173218,.02027813,.02264,.02140926,.02181076,.0222163,.02132974,.02179175,.02090355,.02165893,.02450147,.0258172,.02620351
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Louisville/Jefferson County, KY-IN",31140,.02488834,.02848502,.0382916,.04905149,.05870214,.03494235,.02264804,.03763656,.04442157,.03615049,.02673521,.04046699,.05668899,.04220942,.02657905
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Madison, WI",31540,.07186917,.07500565,.1055259,.10310137,.12414705,.08612835,.05470838,.07769796,.06180568,.03516905,.06745369,.06736159,.08321989,.15046275,.13191159
"Country_of_Origin_of_Parents","southAmerica","South America",0,"McAllen-Edinburg-Mission, TX",32580,.00277796,.00336156,.00712076,.01046563,.00633425,.00172936,.0018897,.00112041,.00174032,.00523606,.0092842,.01017879,.01056187,.00796757,.00570779
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Memphis, TN-MS-AR",32820,.02625773,.02578913,.01910024,.02657348,.02972024,.03560986,.02996423,.01835253,.02778615,.02755429,.02778152,.02328951,.02756706,.04847057,.03291763
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.22152402,.21774088,.22230127,.22706506,.22746715,.22202492,.22059183,.21660206,.21741416,.22164811,.21043047,.21899244,.2432462,.23770402,.24784069
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Milwaukee-Waukesha-West Allis, WI",33340,.03744287,.05068583,.0402416,.00842329,.01874784,.02271413,.0233329,.03656334,.04597912,.02823677,.01140503,.01031483,.02597925,.0421608,.03095767
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.05200794,.03521873,.04765519,.05508129,.0435147,.04429756,.04639697,.04822317,.0436978,.02869007,.03460557,.04926736,.0415955,.04064346,.05003143
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.05317306,.03393151,.03406591,.03914361,.05485867,.0420979,.03938841,.04804985,.03545244,.02955728,.03525375,.04002892,.04693694,.04616311,.03996775
"Country_of_Origin_of_Parents","southAmerica","South America",0,"New Haven-Milford, CT",35300,.1491711,.16804726,.13742216,.14635879,.1514682,.11634703,.12020829,.14635998,.14238571,.14211921,.14912798,.16070974,.14066413,.12468458,.14478458
"Country_of_Origin_of_Parents","southAmerica","South America",0,"New Orleans-Metairie, LA",35380,.08538494,.06511308,.08659398,.10438745,.07437816,.04414955,.0406796,.04418078,.05390855,.05934482,.07014414,.08873104,.07769065,.06742968,.05874684
"Country_of_Origin_of_Parents","southAmerica","South America",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.15221509,.15265419,.15096007,.14934522,.15118258,.15205781,.14933787,.14956605,.15008199,.14355451,.13714691,.13913387,.14258207,.14214739,.14339669
"Country_of_Origin_of_Parents","southAmerica","South America",0,"North Port-Sarasota-Bradenton, FL",35840,.10346127,.08129489,.1060998,.10913962,.10664376,.12624821,.11637098,.10376482,.11945064,.09873667,.11204311,.13751125,.15995735,.18034336,.15355118
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Ogden-Clearfield, UT",36260,.07819305,.08082652,.07303422,.08749028,.08333455,.12659642,.12559688,.06756233,.08678989,.08308765,.071197,.13063866,.13837051,.22320351,.18208347
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Oklahoma City, OK",36420,.02147149,.02470005,.02936593,.02852325,.02187009,.02173209,.00837236,.00465331,.00689827,.01314167,.02387767,.02032707,.01792479,.02659667,.03502459
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Omaha-Council Bluffs, NE-IA",36540,.00848107,.01415769,.01016923,.00863494,.01240353,.01603307,.00961355,.01714371,.02574408,.01210126,.0118704,.01973878,.01953802,.03263293,.04846137
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Orlando-Kissimmee-Sanford, FL",36740,.22619708,.2446918,.23905222,.21175052,.22049002,.2363158,.21734382,.21148098,.21188101,.21665066,.21380171,.23741081,.25356239,.26117146,.27022144
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.01987489,.02804848,.02563074,.01913651,.02299423,.02404639,.02174884,.01976306,.01869586,.01951111,.02810696,.03295983,.02850503,.03705629,.03421701
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Palm Bay-Melbourne-Titusville, FL",37340,.08890041,.10948216,.11810843,.11084384,.09221864,.16059309,.17779702,.14232014,.13184717,.10324672,.12575944,.13845913,.12483971,.19073637,.19864407
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.05718869,.06280696,.05862388,.0534985,.06520806,.07307231,.06776773,.05874982,.06928975,.0703635,.0560961,.05898044,.06469087,.05778469,.05816559
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.01474154,.01149461,.01641867,.02038523,.01820318,.01704432,.01544572,.01525966,.01814426,.01934871,.01561868,.01729987,.01540929,.01206953,.02065108
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Pittsburgh, PA",38300,.02165562,.02100135,.02124041,.03695286,.0498649,.04926164,.05916132,.0593512,.05580727,.0635919,.07971945,.07047088,.05968285,.05308848,.05899911
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.01328039,.01496013,.01723691,.02219176,.02591065,.02407053,.01849854,.01257216,.01476007,.01749932,.01879827,.01938941,.02246358,.03317314,.02725704
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Providence-Warwick, RI-MA",39300,.07846298,.08180393,.07665002,.06664987,.05887026,.10090482,.10272717,.07317967,.08483419,.08841204,.08522966,.08764213,.0922353,.08066577,.10509113
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Provo-Orem, UT",39340,.16816784,.12406651,.19306524,.16894369,.14187679,.14504026,.14892332,.17186788,.18453568,.17968112,.18732357,.15906473,.23561063,.27171442,.21882005
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Raleigh, NC",39580,.05125203,.06226869,.06218324,.05844967,.0432615,.03827164,.04437133,.04578391,.04172785,.04856988,.04149405,.03063027,.04724247,.04695439,.03843538
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Richmond, VA",40060,.07470243,.05614302,.04799698,.06862877,.06564889,.0521165,.05939982,.04330924,.03122881,.06935687,.09022857,.06742225,.05159523,.052563,.09572009
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Riverside-San Bernardino-Ontario, CA",40140,.01849995,.02190342,.02049104,.01825769,.01870317,.01833765,.01590247,.01653096,.01884982,.02018817,.02256147,.0221677,.02104176,.02363605,.02232726
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Rochester, NY",40380,.02722682,.0521652,.05203569,.0562388,.0664579,.0467407,.03554931,.02680956,.03137561,.05831097,.04553689,.03775088,.05835097,.05754967,.05659499
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.01122517,.00815981,.01071393,.01401229,.01759106,.0191435,.01403333,.01320406,.01868635,.02155861,.01548568,.0180493,.02787255,.03032173,.02659127
"Country_of_Origin_of_Parents","southAmerica","South America",0,"St. Louis, MO-IL",41180,.0297246,.03341238,.03447086,.04299729,.03893689,.03506531,.04576577,.04274795,.02516799,.02335921,.03090565,.05096678,.06485078,.05280481,.04258253
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Salt Lake City, UT",41620,.08519488,.07957835,.09539346,.09551705,.08549015,.07616575,.07986677,.0862036,.07446287,.08299743,.08792692,.0658413,.07795569,.11207052,.11887184
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Antonio-New Braunfels, TX",41700,.02112685,.02454017,.03116816,.02879299,.02339162,.01459189,.01918694,.02689795,.02046368,.02735939,.02979852,.01749204,.02180424,.03436924,.04562775
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Diego-Carlsbad, CA",41740,.01565021,.01239658,.01646171,.01861085,.01579583,.01672051,.02183858,.02396967,.03163508,.02913776,.02376213,.02837024,.03158234,.02956776,.0247919
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Francisco-Oakland-Hayward, CA",41860,.0322105,.03572753,.02785317,.0242157,.02464695,.02681476,.02627169,.02781194,.02767577,.02426359,.02487539,.0298685,.03537941,.03371509,.037758
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.01623173,.01369646,.01160599,.01613847,.01772038,.01985192,.02065053,.02006418,.01865374,.01689984,.02005555,.02086628,.01926194,.02015494,.02074447
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.03937251,.06392683,.09503584,.07859336,.13368247,.15093724,.06956793,.03592811,.07691407,.09176846,.06005351,.07335496,.07379375,.05517154,.06754128
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Seattle-Tacoma-Bellevue, WA",42660,.01751484,.01648512,.02384143,.02366192,.01752041,.01810106,.01928484,.02119092,.02061023,.02396545,.02547912,.02927583,.02913706,.02512447,.02947688
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Spokane-Spokane Valley, WA",44060,.01085592,.00923384,.02765893,.02132241,.0276891,.02922743,.01050486,.0225958,.01785745,0,.03121541,.04136913,.00781343,.00354324,.00567639
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Springfield, MA",44140,.03208133,.0163389,.07022653,.07700244,.05174728,.07726663,.09058619,.06935044,.04126325,.05928146,.06326524,.04275308,.05894884,.05029418,.05210407
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Stockton-Lodi, CA",44700,.01056645,.01028183,.00818617,.00968943,.01026897,.03047517,.03423509,.01339896,.010239,.01554836,.01555433,.0067325,.0031797,.00779564,.00638787
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Syracuse, NY",45060,.01217261,.00018525,.00311442,.06046827,.06347094,.03341155,.04941981,.05913526,.05149579,.03821389,.01803917,.00932485,.03638961,.04599792,.05809607
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.09988177,.13182503,.12636521,.11330039,.14079492,.156616,.13383546,.11940057,.12020733,.11789805,.13003999,.15154865,.14223889,.13307294,.1479858
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Toledo, OH",45780,.02953622,.03294829,.03089778,.04211176,.05095636,.03073056,.03270851,.10660512,.07073604,0,.12234029,.12641186,.07517629,.05937761,.04465839
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Tucson, AZ",46060,.01765344,.02605351,.03277911,.02749035,.01041103,.01525159,.01955036,.01439148,.0146862,.01818884,.02512269,.02010967,.01122985,.0141895,.02267674
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Tulsa, OK",46140,.07915274,.02759156,.02749689,.03010594,.03571028,.04161744,.02472962,.0188923,.02572341,.03702693,.04669189,.04885186,.04049827,.03137007,.03159951
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Urban Honolulu, HI",46520,.01049287,.00907352,.00938271,.00822002,.01446364,.01403698,.01238564,.01670842,.01618304,.03194853,.04048304,.02611224,.02413609,.01697695,.01367095
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.04594982,.05024371,.04718054,.06344913,.08040352,.06765081,.04857974,.04783545,.07648917,.08745403,.08686572,.08265139,.07624321,.05178413,.06485033
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.1170371,.10773844,.09563158,.09592555,.10064207,.09654034,.09618663,.10322314,.09661415,.09083879,.09188487,.08880457,.09819616,.09786636,.09297833
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Wichita, KS",48620,.00171572,.01196507,.02084067,.01486306,.00570444,.03720305,.05027042,.02082303,.01987129,.01896098,.00859917,.02392151,.02422136,.03160103,.06157626
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Winston-Salem, NC",49180,.0189386,.02163592,.02579747,.04150475,.03844821,.02650859,.01968108,.0103263,.01503483,.04267538,.05449855,.03655659,.02437153,.03103117,.08032501
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Worcester, MA-CT",49340,.11833347,.11656062,.17702307,.1644855,.12583798,.1324988,.14634962,.13140915,.12719713,.16998984,.17069961,.15104081,.16839415,.18093042,.1705526
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.04600315,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97,-97
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Akron, OH",10420,.15169935,.17683767,.08129574,.07972112,.11641327,.08749519,.10312843,.09711079,.04613052,.05970836,.14086854,.12469891,.06986342,.13943127,.16745602
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Albany-Schenectady-Troy, NY",10580,.04066382,.02168486,.0135313,.01807769,.02268609,.00757072,.00609856,.03697042,.04603013,.02548173,.02544226,.03026211,.02820402,.04080361,.05042474
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Albuquerque, NM",10740,.02282958,.03355512,.04235407,.0319657,.02409069,.01808192,.01920419,.03315959,.02498616,.01115706,.02864967,.0418884,.03565111,.02385719,.02054914
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.02918164,.0244352,.01556109,.03261117,.04249951,.03347363,.03480885,.05410992,.05506423,.02388269,.01371829,.01791569,.01907698,.01533371,.00733681
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.05225539,.05065449,.0436511,.04397627,.04657103,.0453763,.0395784,.04068659,.05326853,.05115465,.03878661,.0402489,.04429184,.04085215,.04461525
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Augusta-Richmond County, GA-SC",12260,.02117347,.04698543,.0997678,.07948591,.02438182,.00163345,.03466716,.0380221,.01899149,.02363231,.016194,.00899392,0,.00266946,.05481457
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Austin-Round Rock, TX",12420,.02858847,.03420827,.04298278,.0399485,.03180454,.02492757,.02651436,.03146965,.02907025,.02885011,.03661461,.03191229,.02615151,.02981819,.03270058
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Bakersfield, CA",12540,.01119954,.00907346,.01016136,.01074362,.00757213,.00332495,.00813144,.01164451,.00864225,.01563091,.01864684,.02087306,.01828402,.01389902,.01495643
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Baltimore-Columbia-Towson, MD",12580,.03253773,.03007078,.03795878,.04074623,.0294499,.02695271,.02503015,.03748582,.03553323,.02841116,.03551883,.03149167,.03031551,.03324288,.03121416
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Baton Rouge, LA",12940,.26342896,.20073165,.13913564,.13410211,.19749096,.15276909,.13566124,.15742803,.09543328,.11543725,.11530273,.11507171,.11486015,.07734458,.13493483
